ke,a,b,krp,Ea_rp,T0_rp,h0,kd,kw,Ea,T0,sigma,CaMg_1,CaMg_2,CaMg_3,CaMg_4,CaMg_5,CaMg_6,R2,volcanic_degassing,control_ppm,noIA_ppm,redIA_ppm,redIA10_ppm,redIA5_ppm,redIAsunda_ppm,redIAsunda10_ppm,redIAsunda5_ppm,redIAsundaGL_ppm,redIAsunda10GL_ppm,redIAsunda5GL_ppm,noDeccan_ppm,noET_ppm,noTraps_ppm,noCRB_ppm
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.001,0.5,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5102254338617809,4521168000000.0,286.0,790.07416,632.9503,509.8832,433.4526,606.0554,495.09918,417.8,593.7911,489.5596,412.97363,323.3939,350.99518,388.35547,302.69052
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,4000.0,1521.0,4759.0,10317.0,0.0,3000.0,0.5198155577363249,4811400000000.0,286.0,682.8692,558.0178,489.59335,415.7771,532.9183,463.74692,395.42764,528.6551,460.0525,392.22842,319.8945,327.025,361.2005,295.6063
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5436598074893229,4840316500000.0,286.0,747.5339,596.03937,501.84503,425.7094,565.47327,481.82266,408.18738,560.55975,477.59457,404.4941,319.62244,340.75027,374.5404,299.80667
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0002,0.2,42000.0,286.0,-0.2,4000.0,1521.0,4759.0,10317.0,0.0,3000.0,0.5063759657541735,4682809300000.0,286.0,808.188,641.1232,514.479,429.66812,593.3226,490.28894,409.8074,583.6633,486.3563,406.46957,313.78345,321.5449,349.373,294.20767
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5158663680143128,5206251700000.0,286.0,751.8606,602.1982,507.0399,429.3853,568.1914,486.2208,410.82266,564.1263,482.78177,407.88452,325.36166,346.0713,385.60074,300.4102
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,5e-05,0.1,42000.0,286.0,0.0,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5122510744188189,3789152800000.0,286.0,833.75116,668.067,524.1798,438.70126,623.37665,500.92746,417.85004,614.8362,497.3961,414.86722,336.23077,347.17865,397.5043,300.24988
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0001,0.2,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5358417745742912,4253563500000.0,286.0,841.9612,674.45233,526.3761,441.57806,635.55054,505.5955,422.10986,626.6943,501.85687,418.94458,332.6161,350.78873,397.40985,301.39072
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.005,0.01,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5002650243038139,4196045200000.0,286.0,853.1743,683.63544,524.078,441.40564,652.5718,507.627,424.1613,639.7491,502.29666,419.6059,327.4461,347.95596,389.2766,301.1461
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5365628870945229,4293161600000.0,286.0,690.1423,561.8223,491.6198,418.01868,537.8235,466.95517,397.85196,533.63354,463.3341,394.71906,326.59525,335.35138,376.3412,297.52313
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0001,0.5,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5333972790973622,3923042000000.0,286.0,781.568,624.32635,510.91946,431.324,584.23,489.6715,412.15793,575.298,485.7961,408.83945,328.01,341.92212,384.10336,299.1437
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,0.0002,1.0,42000.0,286.0,-0.2,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5083972501134373,5101857500000.0,286.0,788.72437,637.7056,518.59235,442.32617,612.6732,503.8506,426.196,605.5414,500.46527,423.30225,337.8116,387.10248,438.56747,311.86493
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0001,0.2,42000.0,286.0,-0.1,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5121997609958957,3656627500000.0,286.0,855.77826,687.8288,530.2665,446.35522,652.32996,511.1598,427.07828,644.09174,507.67877,424.12952,342.60306,364.8932,421.45447,304.74268
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.001,0.5,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5000011956443504,5189273000000.0,286.0,806.79834,643.7612,515.2471,433.67056,609.2087,496.37506,416.4902,599.5019,492.07352,412.7784,317.62375,339.6057,371.23096,299.45084
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.001,0.05,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5127219529720886,4975683400000.0,286.0,860.75195,687.23267,527.7137,440.39386,648.2113,507.05142,421.7173,637.5335,502.62155,417.94858,320.99216,337.96475,372.89813,298.66528
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,0.001,1.0,42000.0,286.0,-0.4,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5256403893004341,4547210600000.0,286.0,790.2096,636.65063,515.87634,439.9235,610.6212,500.86902,423.88477,603.9432,497.76895,421.21707,334.7406,375.47037,424.00293,308.3558
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,4000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5044860446230133,5192820500000.0,286.0,720.0004,576.94904,496.48825,423.0364,557.2777,478.72482,405.98758,551.90424,474.15884,402.07275,320.70975,338.65027,373.49954,298.68802
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0002,0.5,42000.0,286.0,-0.2,1500.0,1521.0,4759.0,10317.0,0.0,1000.0,0.5094181726601139,3994354200000.0,286.0,833.78424,674.54016,528.2705,450.5953,650.6986,514.53564,434.10657,642.2048,510.5947,430.70328,349.2083,399.1551,461.91537,315.5815
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0002,0.2,42000.0,286.0,-0.2,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5152864189505358,4037292600000.0,286.0,808.1895,644.0829,513.7168,431.97137,604.42755,493.34372,413.3323,593.2339,488.7031,409.36383,321.82306,333.64407,369.51324,297.2708
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,0.0002,0.5,42000.0,286.0,-0.2,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5055056056824687,4616361000000.0,286.0,830.21606,665.8614,525.86694,442.98175,631.216,506.7897,424.47675,624.4442,503.87885,422.03156,331.41983,355.528,400.89682,301.96603
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,5e-05,0.5,42000.0,286.0,-0.1,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5088774707986161,4263585000000.0,286.0,787.4918,630.825,514.6312,434.04352,591.71405,493.65192,414.6104,583.984,490.30188,411.78452,330.91687,345.74872,390.81882,299.63016
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0002,0.2,42000.0,286.0,-0.2,4000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5084147299020688,4347338000000.0,286.0,800.7605,636.04767,511.8998,429.0588,591.775,489.50208,409.8363,581.4121,485.27277,406.24036,315.93503,324.29865,354.28244,294.8471
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,0.0,1500.0,1521.0,4759.0,10317.0,0.0,1000.0,0.5149295863403844,4411074000000.0,286.0,780.55676,634.96124,519.50604,444.71106,612.0047,505.79224,428.14505,603.3077,501.48224,424.4325,353.01364,417.76343,484.85333,321.66635
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5085914623996466,4793120000000.0,286.0,757.0344,605.75183,508.94156,430.425,568.7243,486.94336,411.08606,565.6169,484.34335,408.88617,326.79614,343.75912,384.76288,299.0305
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0005,0.5,42000.0,286.0,-0.4,4000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5216920581079837,3707651200000.0,286.0,759.2647,601.1945,500.84747,422.81686,564.9688,478.71207,404.34384,560.0253,474.49484,400.6807,311.1965,322.10968,347.3919,294.55103
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.002,0.002,42000.0,286.0,0.1,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5133191166880773,4703103500000.0,286.0,862.95496,695.94714,534.40265,450.7658,666.2593,517.7179,432.78665,656.0603,513.25385,429.01755,341.39865,379.59232,434.77505,309.84717
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5215346604263176,4350510000000.0,286.0,742.02594,596.90076,503.42737,429.58893,569.28094,486.73026,412.41544,564.42865,482.62924,408.90308,332.9145,357.69595,404.83182,303.21417
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0001,0.2,42000.0,286.0,-0.1,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5131225661303507,5094042500000.0,286.0,828.106,662.1031,522.8016,437.77054,622.2917,501.42767,418.5869,611.9876,496.9944,414.811,324.2389,341.42212,379.6584,299.56284
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.001,0.5,42000.0,286.0,-0.4,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5095178604883673,4597829600000.0,286.0,790.5653,630.4279,509.57144,430.85306,598.1187,492.26474,414.19846,588.21344,487.97888,410.52997,317.3818,336.43185,367.8268,298.09225
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,0.5,42000.0,286.0,0.0,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5164328260260065,4963721000000.0,286.0,779.10114,626.29504,514.0708,434.32434,590.88055,494.4724,415.5763,580.8141,489.89597,411.67676,330.75287,352.91342,397.8084,302.4409
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,1e-05,0.5,42000.0,286.0,0.1,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.505003330534514,5015170000000.0,286.0,789.4479,637.98645,518.54047,440.12958,609.34344,502.15228,422.51703,598.31146,496.99014,418.12228,338.2573,376.99774,429.3827,309.54254
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,3500.0,1521.0,4759.0,10317.0,0.0,3000.0,0.5143888949782868,4467097000000.0,286.0,741.25024,588.2965,500.5998,423.49606,557.9727,477.36536,404.54926,554.9291,474.80237,402.36078,315.27917,327.8488,357.30356,295.44318
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.005,0.005,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.505873711170469,4522164000000.0,286.0,883.9321,708.2437,535.3261,447.70895,671.5654,515.704,428.6955,663.0662,512.2661,425.8269,331.03964,351.20316,396.10837,301.09506
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.002,0.2,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5013815477184416,4147774800000.0,286.0,850.7253,678.41626,522.63513,438.81912,643.50714,504.34818,421.3621,634.31885,500.61224,418.19055,319.06796,337.9988,371.03787,298.1863
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,5e-05,0.5,42000.0,286.0,-0.1,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5026311653285733,5387359000000.0,286.0,788.04016,631.31775,515.29553,433.90668,593.52313,494.40247,415.0928,583.3595,489.78015,411.1249,325.08322,345.6768,384.83194,300.9395
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0001,1.0,42000.0,286.0,-0.2,2000.0,1521.0,4759.0,10317.0,0.0,1000.0,0.5113480352546882,4053130800000.0,286.0,766.5045,620.4246,511.4421,438.22803,596.4237,497.56293,421.91946,586.22815,492.61707,417.61392,346.44138,391.0765,451.66165,313.51913
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,5e-05,0.5,42000.0,286.0,-0.1,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5499671471182583,4073670000000.0,286.0,811.12787,653.6869,522.35297,442.24768,621.4382,504.3145,423.78125,612.50916,500.2486,420.2903,342.8879,373.45862,430.4058,307.87
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.005,0.05,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5161433732487369,3924055300000.0,286.0,877.28625,697.5476,526.7733,438.7036,655.1733,505.36194,420.02512,645.6743,501.65167,416.8565,314.30798,329.3612,357.66013,296.28506
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,5e-05,0.5,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5122678934453444,5155195500000.0,286.0,768.9379,616.67554,508.93784,430.69846,583.1607,490.5244,412.9638,571.3673,484.90094,408.1228,324.4017,344.47992,382.95126,300.67545
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.002,0.02,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5198611717610605,4214149600000.0,286.0,869.7349,692.28326,527.9438,439.49625,647.3238,505.09933,419.656,638.1635,501.50287,416.625,321.33176,332.7883,368.1184,296.805
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0002,0.1,42000.0,286.0,-0.1,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5216824778144278,4773228000000.0,286.0,838.2709,671.3758,523.80133,439.74316,635.8355,504.75076,421.3956,624.2133,499.80103,417.17963,326.80066,346.13312,386.87103,300.77444
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,0.5,42000.0,286.0,0.0,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5350798821620257,4083271300000.0,286.0,806.04645,650.7722,522.7547,442.2992,617.66296,504.18924,423.28214,609.4647,500.46,420.10938,345.7897,376.08615,436.0408,308.0752
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5346746320330718,3603029300000.0,286.0,715.09863,575.2927,499.36426,424.44308,550.34143,475.3394,403.902,546.7463,472.2516,401.23795,340.1348,352.32153,407.10385,301.41104
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,0.0002,1.0,42000.0,286.0,-0.2,1500.0,1521.0,4759.0,10317.0,0.0,1000.0,0.5007107655675861,4305904500000.0,286.0,803.575,652.1333,523.9104,448.78558,630.27014,510.96436,432.8899,623.79846,507.87817,430.24182,349.68594,410.72525,473.76697,317.97006
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,3000.0,0.531034827892954,4883230000000.0,286.0,699.2441,565.2666,494.43805,419.1929,540.20306,468.67938,398.7411,535.7754,464.83807,395.40543,322.9956,333.10007,370.41708,297.29343
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.001,1.0,42000.0,286.0,-0.4,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5206541302483849,4891765000000.0,286.0,779.75366,628.2822,512.292,437.4696,603.52325,497.88086,421.9964,595.48334,494.0403,418.6689,333.3618,377.4816,424.66498,310.1133
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0001,0.5,42000.0,286.0,-0.2,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5101247998118745,3890478000000.0,286.0,786.99445,626.5918,512.955,431.0624,579.0833,488.2371,410.44974,572.5223,485.47644,408.1156,325.4585,334.63303,374.27582,296.80725
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,4000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5313989522300763,4628250000000.0,286.0,718.7631,571.65656,493.1155,419.3351,552.17883,473.08313,401.9698,547.6732,469.23337,398.64825,313.86795,327.7569,355.76187,295.89536
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0002,1.0,42000.0,286.0,-0.2,1500.0,1521.0,4759.0,10317.0,0.0,1000.0,0.5053784913987949,4688275000000.0,286.0,787.0877,638.98517,518.2812,445.03293,618.5471,506.03583,429.92487,610.55334,502.10733,426.5259,346.73953,413.6363,473.78598,321.04443
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0002,0.5,42000.0,286.0,-0.2,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5345163804108706,4321092300000.0,286.0,830.0066,668.2955,526.2475,445.79852,638.8848,509.68933,428.28622,631.0821,506.20383,425.3194,339.17926,373.76062,426.76364,307.4973
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5453985700460983,3938437000000.0,286.0,742.8793,592.34753,500.20908,425.70337,563.851,480.77466,408.06516,559.8526,477.37582,405.13538,323.3868,342.25864,379.87027,299.3013
0.0030713,0.5,1.0,0.003000000026077032,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5230561888435463,3980936600000.0,286.0,751.0933,597.4646,503.34198,426.51657,563.7208,481.09427,407.66833,560.77374,478.61475,405.5515,320.99597,336.12006,371.35434,297.29684
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0002,0.2,42000.0,286.0,-0.2,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5092836726703658,3524237500000.0,286.0,844.9676,674.21533,524.1572,439.18835,630.57605,501.7003,419.11826,622.5273,498.44037,416.35495,330.25287,342.9744,387.3053,299.11765
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,2e-05,0.5,42000.0,286.0,0.0,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5110811137105219,4278972300000.0,286.0,796.4506,640.19336,519.72485,437.7306,600.353,497.98032,417.52283,593.654,495.04053,415.05548,337.6402,355.70193,407.56177,301.93906
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.001,0.02,42000.0,286.0,-0.1,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5173625562714552,4211562000000.0,286.0,861.2302,691.84436,529.0863,445.47614,660.08795,511.9638,427.53293,648.6019,507.11432,423.40265,334.7159,358.94528,407.4879,303.97287
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0005,0.2,42000.0,286.0,-0.2,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5192495715205959,4576974000000.0,286.0,859.75964,692.7277,532.27515,449.98737,664.9741,516.60443,433.0369,656.264,512.79004,429.79312,336.82724,373.62527,424.05887,307.79617
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,2e-05,1.0,42000.0,286.0,-0.1,4000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5331351941683226,4698869000000.0,286.0,681.02234,557.7991,488.29382,415.84543,535.2245,465.121,396.5398,529.98346,460.56467,392.57486,321.917,331.57184,367.7947,296.96124
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,5e-05,1.0,42000.0,286.0,-0.2,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5198868349147878,3675351700000.0,286.0,687.10956,560.2308,488.33347,416.94397,538.54175,466.02658,397.87656,534.0628,462.15652,394.5141,327.1713,336.69327,378.27216,297.81586
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,5e-05,0.5,42000.0,286.0,-0.1,3500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5087284813656213,4710691000000.0,286.0,762.0499,612.4469,506.4559,430.5146,582.93066,490.2682,413.54916,570.6385,484.1272,408.2531,327.97394,349.95203,392.00143,302.0581
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,5e-05,1.0,42000.0,286.0,-0.2,4000.0,1521.0,4759.0,10317.0,0.0,3000.0,0.5390623185772112,4476137000000.0,286.0,685.85986,558.4509,488.68677,415.25427,533.5553,462.97275,395.22348,529.3557,459.3325,392.06064,317.6239,324.78452,356.65652,295.06134
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,1e-05,0.2,42000.0,286.0,0.1,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5007446638176937,4182766300000.0,286.0,788.32654,633.30817,515.14355,432.8517,590.35876,492.42352,412.29935,580.86993,488.3277,408.832,334.4751,345.57568,394.25513,300.04114
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.0001,0.5,42000.0,286.0,-0.1,1500.0,1521.0,4759.0,10317.0,0.0,1000.0,0.5006803136176283,4163763400000.0,286.0,834.22327,675.9677,530.2795,452.41458,652.6953,516.7442,435.8957,644.9659,513.1723,432.84607,350.82327,405.68723,469.96143,316.74704
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.5225065018674142,4970934000000.0,286.0,719.13007,578.769,501.5744,425.1393,552.84235,478.19815,405.04837,548.4977,474.4737,401.8488,330.74982,347.96707,393.14124,300.94006
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,5e-05,0.2,42000.0,286.0,0.0,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5152310268925469,4546055600000.0,286.0,829.872,668.2783,525.08453,443.63553,637.72906,508.19803,425.71094,626.8905,503.42664,421.65967,337.28442,366.65628,417.85565,306.057
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,3000.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5328301698995134,4555087000000.0,286.0,714.6251,576.4876,499.85797,425.0477,553.5966,478.58316,405.66452,548.8626,474.5272,402.1778,334.70633,353.51352,402.71207,302.2783
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,5e-05,1.0,42000.0,286.0,-0.1,3000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5072940646469417,5029769000000.0,286.0,747.03577,602.7371,506.2696,432.12894,575.53674,490.7081,415.45218,568.5017,486.08475,411.50122,332.52,365.53372,412.1811,305.87656
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.002,0.2,42000.0,286.0,-0.4,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5096344522550055,3714360300000.0,286.0,874.5835,700.80176,530.2964,447.21072,669.7644,513.5731,429.93497,661.1996,509.98242,426.8502,330.09317,358.95825,402.9394,303.93555
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5358159182122232,4156909700000.0,286.0,727.1709,588.91785,503.55106,429.28275,563.0385,484.78107,410.6108,557.7624,480.2618,406.7068,343.68845,370.86102,429.1642,307.05862
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.529306347617674,3733706000000.0,286.0,741.10126,600.68384,508.66495,432.6799,568.24854,488.4563,412.9962,564.35223,485.141,410.15366,351.28323,377.35114,443.39456,307.92877
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0005,1.0,42000.0,286.0,-0.4,2500.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5397842543627419,3713606400000.0,286.0,754.6926,604.21954,503.55884,429.9499,573.3176,486.47888,413.01782,568.0054,482.4581,409.5168,330.8406,357.29678,402.41803,303.62918
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,0.001,0.5,42000.0,286.0,-0.4,3000.0,1521.0,4759.0,10317.0,0.0,2500.0,0.515743192195099,4801543000000.0,286.0,813.31714,648.0304,516.69104,434.4677,611.4334,496.9984,416.74838,603.2246,493.46732,413.73553,318.02655,337.5529,369.59668,298.34274
0.0030713,0.5,1.0,0.004999999888241291,42000.0,286.0,2.73,5e-05,1.0,42000.0,286.0,-0.1,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5410766206380366,4560801000000.0,286.0,776.4738,627.6528,516.4258,439.7025,598.83923,499.7219,422.101,591.57605,496.26956,419.1563,342.6645,383.55637,440.34314,310.3081
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,1e-05,1.0,42000.0,286.0,0.0,3000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5086029669650924,4139240400000.0,286.0,709.2617,573.7704,497.80875,424.93845,554.4982,479.0434,406.4013,549.29834,474.5913,402.57095,339.43015,360.14972,414.1566,303.8829
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,5e-05,0.2,42000.0,286.0,0.0,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5033686419741241,5281675000000.0,286.0,829.03705,666.563,525.47736,442.43997,633.6315,507.0567,424.31128,622.6098,502.11197,420.09244,331.62863,361.45108,406.99887,305.38583
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.0005,0.2,42000.0,286.0,-0.2,2000.0,1521.0,4759.0,10317.0,0.0,1500.0,0.5090188332910398,5003356400000.0,286.0,841.08124,678.63055,527.6983,447.25394,652.9172,512.916,431.1086,642.43976,508.12906,426.98227,335.19284,377.5319,426.27182,310.29996
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,0.002,0.2,42000.0,286.0,-0.4,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5268598848193846,4296112600000.0,286.0,860.16797,687.4405,526.4149,441.98773,653.5221,508.25537,424.56644,644.20746,504.34888,421.216,322.25674,345.96573,382.16388,300.71875
0.0030713,0.5,1.0,0.009999999776482582,42000.0,286.0,2.73,5e-05,0.05,42000.0,286.0,0.1,2500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5086695629071529,4357943000000.0,286.0,843.4809,677.27313,528.17975,442.0875,636.4269,506.42773,421.6992,627.7339,502.79034,418.65347,336.59488,353.40656,404.06104,301.8732
0.0030713,0.5,1.0,0.014999999664723871,42000.0,286.0,2.73,0.0001,0.5,42000.0,286.0,-0.2,3500.0,1521.0,4759.0,10317.0,0.0,2000.0,0.5358560857825949,4295794400000.0,286.0,765.45197,611.36945,506.06302,428.04184,573.8675,486.1179,409.73206,567.25934,481.2822,405.56305,323.44128,337.63983,375.20782,298.46625
