Age,Min,Mean,Max,Mean-min,Max - mean
76.7,0.707598,0.707601,0.707604,0.000003,0.000003
76.75,0.707597,0.7076,0.707602,0.000003,0.000003
76.8,0.707595,0.707598,0.707601,0.000003,0.000003
76.85,0.707594,0.707596,0.707599,0.000003,0.000003
76.9,0.707592,0.707595,0.707598,0.000003,0.000003
76.95,0.70759,0.707593,0.707596,0.000003,0.000003
77,0.707588,0.707591,0.707594,0.000003,0.000003
77.05,0.707587,0.70759,0.707593,0.000003,0.000003
77.1,0.707585,0.707588,0.707591,0.000003,0.000003
77.15,0.707584,0.707587,0.70759,0.000003,0.000003
77.2,0.707582,0.707585,0.707588,0.000003,0.000003
77.25,0.70758,0.707583,0.707587,0.000003,0.000003
77.3,0.707579,0.707582,0.707585,0.000003,0.000003
77.35,0.707577,0.707581,0.707584,0.000003,0.000003
77.4,0.707576,0.707579,0.707582,0.000003,0.000003
77.45,0.707575,0.707578,0.707581,0.000003,0.000003
77.5,0.707573,0.707577,0.70758,0.000003,0.000003
77.55,0.707572,0.707575,0.707579,0.000003,0.000003
77.6,0.70757,0.707574,0.707577,0.000004,0.000003
77.65,0.707569,0.707572,0.707576,0.000004,0.000004
77.7,0.707567,0.707571,0.707575,0.000004,0.000004
77.75,0.707566,0.70757,0.707573,0.000004,0.000004
77.8,0.707565,0.707568,0.707572,0.000004,0.000004
77.85,0.707563,0.707567,0.70757,0.000004,0.000004
77.9,0.707562,0.707565,0.707569,0.000004,0.000004
77.95,0.70756,0.707564,0.707567,0.000003,0.000004
78,0.707559,0.707562,0.707566,0.000003,0.000003
78.05,0.707558,0.707561,0.707564,0.000003,0.000003
78.1,0.707556,0.70756,0.707563,0.000003,0.000003
78.15,0.707555,0.707558,0.707562,0.000003,0.000003
78.2,0.707553,0.707557,0.70756,0.000003,0.000003
78.25,0.707552,0.707555,0.707559,0.000004,0.000004
78.3,0.70755,0.707554,0.707558,0.000004,0.000004
78.35,0.707549,0.707553,0.707556,0.000004,0.000004
78.4,0.707547,0.707551,0.707555,0.000004,0.000004
78.45,0.707546,0.70755,0.707554,0.000004,0.000004
78.5,0.707545,0.707548,0.707552,0.000004,0.000004
78.55,0.707543,0.707547,0.707551,0.000004,0.000004
78.6,0.707542,0.707546,0.70755,0.000004,0.000004
78.65,0.707541,0.707544,0.707548,0.000004,0.000004
78.7,0.707539,0.707543,0.707547,0.000004,0.000004
78.75,0.707538,0.707542,0.707546,0.000004,0.000004
78.8,0.707537,0.707541,0.707544,0.000004,0.000004
78.85,0.707536,0.707539,0.707543,0.000004,0.000004
78.9,0.707534,0.707538,0.707542,0.000004,0.000004
78.95,0.707533,0.707537,0.70754,0.000004,0.000004
79,0.707532,0.707536,0.707539,0.000004,0.000004
79.05,0.707531,0.707534,0.707538,0.000004,0.000004
79.1,0.70753,0.707533,0.707537,0.000004,0.000004
79.15,0.707528,0.707532,0.707536,0.000004,0.000004
79.2,0.707527,0.707531,0.707535,0.000004,0.000004
79.25,0.707526,0.70753,0.707533,0.000004,0.000004
79.3,0.707525,0.707529,0.707532,0.000004,0.000004
79.35,0.707524,0.707527,0.707531,0.000004,0.000004
79.4,0.707523,0.707526,0.70753,0.000004,0.000004
79.45,0.707521,0.707525,0.707529,0.000004,0.000004
79.5,0.70752,0.707524,0.707528,0.000004,0.000004
79.55,0.707519,0.707523,0.707527,0.000004,0.000004
79.6,0.707518,0.707522,0.707526,0.000004,0.000004
79.65,0.707517,0.707521,0.707525,0.000004,0.000004
79.7,0.707517,0.707521,0.707524,0.000004,0.000004
79.75,0.707516,0.70752,0.707524,0.000004,0.000004
79.8,0.707515,0.707519,0.707523,0.000004,0.000004
79.85,0.707514,0.707518,0.707522,0.000004,0.000004
79.9,0.707513,0.707517,0.707521,0.000004,0.000004
79.95,0.707513,0.707517,0.70752,0.000004,0.000004
80,0.707512,0.707516,0.70752,0.000004,0.000004
80.05,0.707511,0.707515,0.707519,0.000004,0.000004
80.1,0.70751,0.707514,0.707518,0.000004,0.000004
80.15,0.70751,0.707514,0.707517,0.000004,0.000004
80.2,0.707509,0.707513,0.707517,0.000004,0.000004
80.25,0.707508,0.707512,0.707516,0.000004,0.000004
80.3,0.707507,0.707511,0.707515,0.000004,0.000004
80.35,0.707507,0.707511,0.707515,0.000004,0.000004
80.4,0.707506,0.70751,0.707514,0.000004,0.000004
80.45,0.707505,0.707509,0.707513,0.000004,0.000004
80.5,0.707504,0.707508,0.707512,0.000004,0.000004
80.55,0.707503,0.707507,0.707511,0.000004,0.000004
80.6,0.707503,0.707507,0.70751,0.000004,0.000004
80.65,0.707502,0.707506,0.70751,0.000004,0.000004
80.7,0.707501,0.707505,0.707509,0.000004,0.000004
80.75,0.707501,0.707504,0.707508,0.000004,0.000004
80.8,0.7075,0.707504,0.707507,0.000004,0.000004
80.85,0.707499,0.707503,0.707506,0.000003,0.000003
80.9,0.707499,0.707502,0.707505,0.000003,0.000003
80.95,0.707498,0.707501,0.707505,0.000003,0.000003
81,0.707497,0.707501,0.707504,0.000003,0.000003
81.05,0.707497,0.7075,0.707503,0.000003,0.000003
81.1,0.707496,0.707499,0.707502,0.000003,0.000003
81.15,0.707496,0.707499,0.707502,0.000003,0.000003
81.2,0.707495,0.707498,0.707501,0.000003,0.000003
81.25,0.707494,0.707497,0.7075,0.000003,0.000003
81.3,0.707493,0.707496,0.707499,0.000003,0.000003
81.35,0.707493,0.707496,0.707499,0.000003,0.000003
81.4,0.707492,0.707495,0.707498,0.000003,0.000003
81.45,0.707491,0.707494,0.707497,0.000003,0.000003
81.5,0.707491,0.707494,0.707497,0.000003,0.000003
81.55,0.70749,0.707493,0.707496,0.000003,0.000003
81.6,0.707489,0.707492,0.707495,0.000003,0.000003
81.65,0.707488,0.707492,0.707495,0.000003,0.000003
81.7,0.707488,0.707491,0.707494,0.000003,0.000003
81.75,0.707487,0.70749,0.707493,0.000003,0.000003
81.8,0.707486,0.707489,0.707492,0.000003,0.000003
81.85,0.707486,0.707489,0.707492,0.000003,0.000003
81.9,0.707485,0.707488,0.707491,0.000003,0.000003
81.95,0.707484,0.707487,0.70749,0.000003,0.000003
82,0.707484,0.707487,0.707489,0.000003,0.000003
82.05,0.707483,0.707486,0.707489,0.000003,0.000003
82.1,0.707482,0.707485,0.707488,0.000003,0.000003
82.15,0.707482,0.707484,0.707487,0.000003,0.000003
82.2,0.707481,0.707484,0.707487,0.000003,0.000003
82.25,0.70748,0.707483,0.707486,0.000003,0.000003
82.3,0.70748,0.707482,0.707485,0.000003,0.000003
82.35,0.707479,0.707482,0.707485,0.000003,0.000003
82.4,0.707478,0.707481,0.707484,0.000003,0.000003
82.45,0.707477,0.70748,0.707483,0.000003,0.000003
82.5,0.707477,0.70748,0.707482,0.000003,0.000003
82.55,0.707476,0.707479,0.707482,0.000003,0.000003
82.6,0.707475,0.707478,0.707481,0.000003,0.000003
82.65,0.707474,0.707477,0.70748,0.000003,0.000003
82.7,0.707474,0.707477,0.70748,0.000003,0.000003
82.75,0.707473,0.707476,0.707479,0.000003,0.000003
82.8,0.707472,0.707475,0.707478,0.000003,0.000003
82.85,0.707472,0.707475,0.707478,0.000003,0.000003
82.9,0.707471,0.707474,0.707477,0.000003,0.000003
82.95,0.70747,0.707473,0.707476,0.000003,0.000003
83,0.707469,0.707472,0.707476,0.000003,0.000003
83.05,0.707469,0.707472,0.707475,0.000003,0.000003
83.1,0.707468,0.707471,0.707474,0.000003,0.000003
83.15,0.707467,0.70747,0.707474,0.000003,0.000003
83.2,0.707466,0.70747,0.707473,0.000003,0.000003
83.25,0.707466,0.707469,0.707472,0.000003,0.000003
83.3,0.707465,0.707468,0.707472,0.000003,0.000003
83.35,0.707464,0.707468,0.707471,0.000003,0.000004
83.4,0.707463,0.707467,0.70747,0.000003,0.000004
83.45,0.707462,0.707466,0.70747,0.000004,0.000004
83.5,0.707462,0.707465,0.707469,0.000004,0.000004
83.55,0.707461,0.707465,0.707468,0.000004,0.000004
83.6,0.70746,0.707464,0.707468,0.000004,0.000004
83.65,0.707459,0.707463,0.707467,0.000004,0.000004
83.7,0.707459,0.707463,0.707466,0.000004,0.000004
83.75,0.707458,0.707462,0.707466,0.000004,0.000004
83.8,0.707457,0.707461,0.707465,0.000004,0.000004
83.85,0.707457,0.70746,0.707464,0.000004,0.000004
83.9,0.707456,0.70746,0.707464,0.000004,0.000004
83.95,0.707455,0.707459,0.707463,0.000004,0.000004
84,0.707455,0.707458,0.707462,0.000004,0.000004
84.05,0.707454,0.707458,0.707462,0.000004,0.000004
84.1,0.707453,0.707457,0.707461,0.000004,0.000004
84.15,0.707452,0.707456,0.70746,0.000004,0.000004
84.2,0.707452,0.707455,0.707459,0.000004,0.000004
84.25,0.707451,0.707455,0.707459,0.000004,0.000004
84.3,0.70745,0.707454,0.707458,0.000004,0.000004
84.35,0.70745,0.707453,0.707457,0.000004,0.000004
84.4,0.707449,0.707453,0.707456,0.000004,0.000004
84.45,0.707448,0.707452,0.707456,0.000004,0.000004
84.5,0.707448,0.707451,0.707455,0.000004,0.000004
84.55,0.707447,0.707451,0.707454,0.000004,0.000004
84.6,0.707446,0.70745,0.707453,0.000004,0.000004
84.65,0.707446,0.707449,0.707453,0.000003,0.000004
84.7,0.707445,0.707448,0.707452,0.000003,0.000004
84.75,0.707444,0.707448,0.707451,0.000004,0.000003
84.8,0.707444,0.707447,0.707451,0.000004,0.000004
84.85,0.707443,0.707446,0.70745,0.000004,0.000004
84.9,0.707442,0.707446,0.707449,0.000003,0.000004
84.95,0.707442,0.707445,0.707448,0.000003,0.000004
85,0.707441,0.707444,0.707448,0.000003,0.000004
85.05,0.70744,0.707443,0.707447,0.000003,0.000004
85.1,0.707439,0.707443,0.707446,0.000004,0.000003
85.15,0.707439,0.707442,0.707446,0.000003,0.000004
85.2,0.707438,0.707441,0.707445,0.000004,0.000004
85.25,0.707437,0.707441,0.707444,0.000004,0.000004
85.3,0.707436,0.70744,0.707443,0.000004,0.000003
85.35,0.707436,0.707439,0.707443,0.000004,0.000004
85.4,0.707435,0.707439,0.707442,0.000004,0.000004
85.45,0.707434,0.707438,0.707441,0.000004,0.000004
85.5,0.707433,0.707437,0.707441,0.000004,0.000004
85.55,0.707433,0.707436,0.70744,0.000004,0.000004
85.6,0.707432,0.707436,0.707439,0.000004,0.000004
85.65,0.707431,0.707435,0.707439,0.000004,0.000004
85.7,0.707431,0.707434,0.707438,0.000004,0.000004
85.75,0.70743,0.707434,0.707437,0.000004,0.000004
85.8,0.707429,0.707433,0.707437,0.000004,0.000004
85.85,0.707428,0.707432,0.707436,0.000004,0.000004
85.9,0.707427,0.707431,0.707435,0.000004,0.000004
85.95,0.707426,0.70743,0.707434,0.000004,0.000004
86,0.707425,0.707429,0.707433,0.000004,0.000004
86.05,0.707424,0.707428,0.707432,0.000004,0.000004
86.1,0.707423,0.707427,0.707431,0.000004,0.000004
86.15,0.707422,0.707426,0.70743,0.000004,0.000004
86.2,0.707421,0.707425,0.707429,0.000004,0.000004
86.25,0.70742,0.707424,0.707427,0.000004,0.000004
86.3,0.707419,0.707423,0.707426,0.000004,0.000004
86.35,0.707418,0.707421,0.707425,0.000004,0.000004
86.4,0.707417,0.70742,0.707424,0.000004,0.000004
86.45,0.707415,0.707419,0.707423,0.000004,0.000004
86.5,0.707414,0.707418,0.707422,0.000004,0.000004
86.55,0.707413,0.707417,0.70742,0.000004,0.000004
86.6,0.707412,0.707415,0.707419,0.000004,0.000004
86.65,0.70741,0.707414,0.707418,0.000004,0.000004
86.7,0.707409,0.707413,0.707416,0.000004,0.000004
86.75,0.707408,0.707411,0.707415,0.000004,0.000004
86.8,0.707406,0.70741,0.707414,0.000004,0.000004
86.85,0.707405,0.707409,0.707412,0.000004,0.000004
86.9,0.707403,0.707407,0.707411,0.000004,0.000004
86.95,0.707402,0.707406,0.70741,0.000004,0.000004
87,0.707401,0.707404,0.707408,0.000004,0.000004
87.05,0.707399,0.707403,0.707407,0.000004,0.000004
87.1,0.707398,0.707402,0.707405,0.000004,0.000004
87.15,0.707396,0.7074,0.707404,0.000004,0.000004
87.2,0.707395,0.707399,0.707402,0.000004,0.000004
87.25,0.707393,0.707397,0.707401,0.000004,0.000004
87.3,0.707392,0.707395,0.707399,0.000004,0.000004
87.35,0.70739,0.707394,0.707398,0.000004,0.000004
87.4,0.707388,0.707392,0.707396,0.000004,0.000004
87.45,0.707387,0.707391,0.707394,0.000004,0.000004
87.5,0.707385,0.707389,0.707393,0.000004,0.000004
87.55,0.707383,0.707387,0.707391,0.000004,0.000004
87.6,0.707381,0.707386,0.70739,0.000004,0.000004
87.65,0.70738,0.707384,0.707388,0.000004,0.000004
87.7,0.707378,0.707382,0.707386,0.000004,0.000004
87.75,0.707376,0.70738,0.707385,0.000004,0.000004
87.8,0.707374,0.707379,0.707383,0.000004,0.000004
87.85,0.707373,0.707377,0.707382,0.000005,0.000005
87.9,0.707371,0.707375,0.70738,0.000005,0.000005
87.95,0.707369,0.707374,0.707379,0.000005,0.000005
88,0.707367,0.707372,0.707377,0.000005,0.000005
88.05,0.707366,0.707371,0.707376,0.000005,0.000005
88.1,0.707364,0.707369,0.707374,0.000005,0.000005
88.15,0.707362,0.707367,0.707373,0.000005,0.000005
88.2,0.707361,0.707366,0.707371,0.000005,0.000005
88.25,0.707359,0.707364,0.70737,0.000005,0.000005
88.3,0.707358,0.707363,0.707368,0.000005,0.000005
88.35,0.707356,0.707361,0.707367,0.000005,0.000005
88.4,0.707355,0.70736,0.707365,0.000005,0.000005
88.45,0.707354,0.707359,0.707364,0.000005,0.000005
88.5,0.707352,0.707357,0.707362,0.000005,0.000005
88.55,0.707351,0.707356,0.707361,0.000005,0.000005
88.6,0.707349,0.707354,0.707359,0.000005,0.000005
88.65,0.707348,0.707353,0.707358,0.000005,0.000005
88.7,0.707346,0.707351,0.707356,0.000005,0.000005
88.75,0.707345,0.70735,0.707355,0.000005,0.000005
88.8,0.707343,0.707349,0.707354,0.000005,0.000005
88.85,0.707342,0.707347,0.707352,0.000005,0.000005
88.9,0.70734,0.707346,0.707351,0.000005,0.000005
88.95,0.707339,0.707344,0.707349,0.000005,0.000005
89,0.707337,0.707342,0.707348,0.000005,0.000005
89.05,0.707336,0.707341,0.707346,0.000005,0.000005
89.1,0.707334,0.707339,0.707345,0.000005,0.000005
89.15,0.707332,0.707338,0.707343,0.000005,0.000005
89.2,0.707331,0.707336,0.707341,0.000005,0.000005
89.25,0.707329,0.707334,0.70734,0.000005,0.000005
89.3,0.707327,0.707333,0.707338,0.000005,0.000005
89.35,0.707326,0.707331,0.707336,0.000005,0.000005
89.4,0.707324,0.707329,0.707334,0.000005,0.000005
89.45,0.707322,0.707327,0.707333,0.000005,0.000005
89.5,0.70732,0.707326,0.707331,0.000005,0.000005
89.55,0.707318,0.707324,0.707329,0.000005,0.000005
89.6,0.707316,0.707322,0.707327,0.000005,0.000005
89.65,0.707315,0.70732,0.707325,0.000005,0.000005
89.7,0.707313,0.707318,0.707323,0.000005,0.000005
89.75,0.707311,0.707316,0.707321,0.000005,0.000005
89.8,0.707309,0.707314,0.707319,0.000005,0.000005
89.85,0.707306,0.707312,0.707317,0.000005,0.000005
89.9,0.707304,0.707309,0.707315,0.000005,0.000005
89.95,0.707301,0.707307,0.707312,0.000005,0.000005
90,0.707299,0.707304,0.707309,0.000005,0.000005
90.05,0.707296,0.707301,0.707307,0.000005,0.000005
90.1,0.707293,0.707299,0.707304,0.000005,0.000005
90.15,0.707291,0.707296,0.707302,0.000005,0.000005
90.2,0.707289,0.707294,0.7073,0.000005,0.000005
90.25,0.707287,0.707292,0.707298,0.000005,0.000005
90.3,0.707286,0.707291,0.707296,0.000005,0.000005
90.35,0.707285,0.70729,0.707295,0.000005,0.000005
90.4,0.707284,0.707289,0.707295,0.000005,0.000005
90.45,0.707284,0.707289,0.707294,0.000005,0.000005
90.5,0.707284,0.707289,0.707294,0.000005,0.000005
90.55,0.707284,0.707289,0.707294,0.000005,0.000005
90.6,0.707285,0.707289,0.707294,0.000004,0.000005
90.65,0.707286,0.70729,0.707294,0.000004,0.000004
90.7,0.707287,0.707291,0.707295,0.000004,0.000004
90.75,0.707288,0.707292,0.707295,0.000004,0.000004
90.8,0.707288,0.707292,0.707296,0.000004,0.000004
90.85,0.707289,0.707293,0.707297,0.000004,0.000004
90.9,0.707289,0.707293,0.707297,0.000004,0.000004
90.95,0.70729,0.707293,0.707297,0.000004,0.000004
91,0.70729,0.707294,0.707298,0.000004,0.000004
91.05,0.707291,0.707294,0.707298,0.000004,0.000004
91.1,0.707291,0.707295,0.707299,0.000004,0.000004
91.15,0.707292,0.707296,0.7073,0.000004,0.000004
91.2,0.707292,0.707296,0.7073,0.000004,0.000004
91.25,0.707293,0.707297,0.707301,0.000004,0.000004
91.3,0.707293,0.707297,0.707301,0.000004,0.000004
91.35,0.707294,0.707298,0.707302,0.000004,0.000004
91.4,0.707295,0.707299,0.707303,0.000004,0.000004
91.45,0.707296,0.7073,0.707304,0.000004,0.000004
91.5,0.707297,0.707301,0.707306,0.000004,0.000004
91.55,0.707298,0.707302,0.707306,0.000004,0.000004
91.6,0.707299,0.707303,0.707307,0.000004,0.000004
91.65,0.707299,0.707304,0.707308,0.000004,0.000005
91.7,0.7073,0.707305,0.707309,0.000004,0.000005
91.75,0.707301,0.707306,0.70731,0.000005,0.000005
91.8,0.707302,0.707307,0.707311,0.000005,0.000005
91.85,0.707303,0.707308,0.707312,0.000005,0.000005
91.9,0.707304,0.707309,0.707313,0.000005,0.000005
91.95,0.707305,0.70731,0.707315,0.000005,0.000005
92,0.707306,0.707311,0.707316,0.000005,0.000005
92.05,0.707307,0.707312,0.707317,0.000005,0.000005
92.1,0.707309,0.707313,0.707318,0.000005,0.000005
92.15,0.70731,0.707315,0.707319,0.000005,0.000005
92.2,0.707311,0.707316,0.707321,0.000005,0.000005
92.25,0.707312,0.707317,0.707322,0.000005,0.000005
92.3,0.707314,0.707318,0.707323,0.000005,0.000005
92.35,0.707315,0.70732,0.707325,0.000005,0.000005
92.4,0.707316,0.707321,0.707326,0.000005,0.000005
92.45,0.707318,0.707323,0.707328,0.000005,0.000005
92.5,0.707319,0.707324,0.707329,0.000005,0.000005
92.55,0.70732,0.707325,0.707331,0.000005,0.000005
92.6,0.707322,0.707327,0.707332,0.000005,0.000005
92.65,0.707323,0.707328,0.707333,0.000005,0.000005
92.7,0.707325,0.70733,0.707335,0.000005,0.000005
92.75,0.707326,0.707331,0.707337,0.000005,0.000005
92.8,0.707328,0.707333,0.707338,0.000005,0.000005
92.85,0.707329,0.707334,0.70734,0.000005,0.000005
92.9,0.70733,0.707336,0.707341,0.000005,0.000005
92.95,0.707332,0.707337,0.707343,0.000005,0.000005
93,0.707333,0.707339,0.707344,0.000005,0.000005
93.05,0.707335,0.707341,0.707346,0.000005,0.000005
93.1,0.707337,0.707342,0.707348,0.000005,0.000006
93.15,0.707338,0.707344,0.707349,0.000006,0.000006
93.2,0.707339,0.707345,0.707351,0.000006,0.000006
93.25,0.707341,0.707347,0.707353,0.000006,0.000006
93.3,0.707342,0.707348,0.707354,0.000006,0.000006
93.35,0.707344,0.70735,0.707356,0.000006,0.000006
93.4,0.707345,0.707351,0.707357,0.000006,0.000006
93.45,0.707347,0.707353,0.707359,0.000006,0.000006
93.5,0.707348,0.707355,0.707361,0.000006,0.000006
93.55,0.70735,0.707356,0.707362,0.000006,0.000006
93.6,0.707351,0.707358,0.707364,0.000006,0.000006
93.65,0.707353,0.707359,0.707366,0.000006,0.000006
93.7,0.707354,0.707361,0.707367,0.000006,0.000006
93.75,0.707356,0.707362,0.707369,0.000006,0.000006
93.8,0.707357,0.707364,0.70737,0.000007,0.000006
93.85,0.707359,0.707365,0.707372,0.000007,0.000006
93.9,0.70736,0.707367,0.707373,0.000006,0.000007
93.95,0.707362,0.707368,0.707375,0.000007,0.000006
94,0.707363,0.70737,0.707376,0.000007,0.000007
94.05,0.707364,0.707371,0.707377,0.000007,0.000007
94.1,0.707366,0.707372,0.707379,0.000007,0.000007
94.15,0.707367,0.707374,0.70738,0.000007,0.000007
94.2,0.707369,0.707375,0.707382,0.000007,0.000007
94.25,0.70737,0.707376,0.707383,0.000006,0.000007
94.3,0.707371,0.707378,0.707384,0.000007,0.000006
94.35,0.707372,0.707379,0.707385,0.000006,0.000006
94.4,0.707374,0.70738,0.707386,0.000006,0.000006
94.45,0.707375,0.707381,0.707388,0.000006,0.000006
94.5,0.707376,0.707383,0.707389,0.000006,0.000006
94.55,0.707378,0.707384,0.70739,0.000006,0.000006
94.6,0.707379,0.707385,0.707391,0.000006,0.000006
94.65,0.70738,0.707386,0.707392,0.000006,0.000006
94.7,0.707381,0.707387,0.707393,0.000006,0.000006
94.75,0.707383,0.707389,0.707395,0.000006,0.000006
94.8,0.707384,0.70739,0.707396,0.000006,0.000006
94.85,0.707385,0.707391,0.707397,0.000006,0.000006
94.9,0.707386,0.707392,0.707398,0.000006,0.000006
94.95,0.707388,0.707393,0.707399,0.000006,0.000006
95,0.707389,0.707395,0.7074,0.000006,0.000006
95.05,0.70739,0.707396,0.707401,0.000006,0.000006
95.1,0.707391,0.707397,0.707403,0.000006,0.000006
95.15,0.707392,0.707398,0.707404,0.000006,0.000006
95.2,0.707393,0.707399,0.707405,0.000006,0.000006
95.25,0.707394,0.7074,0.707406,0.000006,0.000006
95.3,0.707396,0.707401,0.707407,0.000006,0.000006
95.35,0.707397,0.707402,0.707408,0.000006,0.000006
95.4,0.707398,0.707403,0.707409,0.000006,0.000006
95.45,0.707399,0.707404,0.70741,0.000006,0.000006
95.5,0.7074,0.707406,0.707411,0.000006,0.000006
95.55,0.707401,0.707407,0.707412,0.000006,0.000006
95.6,0.707402,0.707407,0.707413,0.000006,0.000006
95.65,0.707402,0.707408,0.707414,0.000006,0.000006
95.7,0.707403,0.707409,0.707415,0.000006,0.000006
95.75,0.707404,0.70741,0.707416,0.000006,0.000006
95.8,0.707405,0.707411,0.707417,0.000006,0.000006
95.85,0.707406,0.707412,0.707418,0.000006,0.000006
95.9,0.707407,0.707413,0.707419,0.000006,0.000006
95.95,0.707408,0.707414,0.70742,0.000006,0.000006
96,0.707408,0.707415,0.707421,0.000006,0.000006
96.05,0.707409,0.707416,0.707422,0.000006,0.000006
96.1,0.70741,0.707416,0.707423,0.000006,0.000006
96.15,0.707411,0.707417,0.707423,0.000006,0.000006
96.2,0.707411,0.707418,0.707424,0.000006,0.000006
96.25,0.707412,0.707419,0.707425,0.000006,0.000006
96.3,0.707413,0.707419,0.707426,0.000006,0.000006
96.35,0.707414,0.70742,0.707426,0.000006,0.000006
96.4,0.707414,0.707421,0.707427,0.000006,0.000006
96.45,0.707415,0.707421,0.707428,0.000006,0.000006
96.5,0.707415,0.707422,0.707428,0.000006,0.000006
96.55,0.707416,0.707422,0.707429,0.000006,0.000006
96.6,0.707417,0.707423,0.707429,0.000006,0.000006
96.65,0.707417,0.707424,0.70743,0.000006,0.000006
96.7,0.707418,0.707424,0.70743,0.000006,0.000006
96.75,0.707418,0.707425,0.707431,0.000006,0.000006
96.8,0.707419,0.707425,0.707431,0.000006,0.000006
96.85,0.707419,0.707426,0.707432,0.000006,0.000006
96.9,0.70742,0.707426,0.707432,0.000006,0.000006
96.95,0.70742,0.707427,0.707433,0.000006,0.000006
97,0.707421,0.707427,0.707433,0.000006,0.000006
97.05,0.707421,0.707427,0.707434,0.000006,0.000006
97.1,0.707422,0.707428,0.707434,0.000006,0.000006
97.15,0.707422,0.707428,0.707434,0.000006,0.000006
97.2,0.707422,0.707429,0.707435,0.000006,0.000006
97.25,0.707423,0.707429,0.707435,0.000006,0.000006
97.3,0.707423,0.707429,0.707435,0.000006,0.000006
97.35,0.707423,0.70743,0.707436,0.000006,0.000006
97.4,0.707424,0.70743,0.707436,0.000006,0.000006
97.45,0.707424,0.70743,0.707436,0.000006,0.000006
97.5,0.707424,0.70743,0.707437,0.000006,0.000006
97.55,0.707425,0.707431,0.707437,0.000006,0.000006
97.6,0.707425,0.707431,0.707437,0.000006,0.000006
97.65,0.707425,0.707431,0.707437,0.000006,0.000006
97.7,0.707425,0.707432,0.707438,0.000006,0.000006
97.75,0.707426,0.707432,0.707438,0.000006,0.000006
97.8,0.707426,0.707432,0.707438,0.000006,0.000006
97.85,0.707426,0.707432,0.707438,0.000006,0.000006
97.9,0.707426,0.707432,0.707438,0.000006,0.000006
97.95,0.707426,0.707433,0.707439,0.000006,0.000006
98,0.707427,0.707433,0.707439,0.000006,0.000006
98.05,0.707427,0.707433,0.707439,0.000006,0.000006
98.1,0.707427,0.707433,0.707439,0.000006,0.000006
98.15,0.707427,0.707433,0.707439,0.000006,0.000006
98.2,0.707427,0.707433,0.707439,0.000006,0.000006
98.25,0.707427,0.707433,0.707439,0.000006,0.000006
98.3,0.707427,0.707434,0.70744,0.000006,0.000006
98.35,0.707427,0.707434,0.70744,0.000006,0.000006
98.4,0.707428,0.707434,0.70744,0.000006,0.000006
98.45,0.707428,0.707434,0.70744,0.000006,0.000006
98.5,0.707428,0.707434,0.70744,0.000006,0.000006
98.55,0.707428,0.707434,0.70744,0.000006,0.000006
98.6,0.707428,0.707434,0.70744,0.000006,0.000006
98.65,0.707428,0.707434,0.70744,0.000006,0.000006
98.7,0.707428,0.707434,0.70744,0.000006,0.000006
98.75,0.707428,0.707434,0.70744,0.000006,0.000006
98.8,0.707428,0.707434,0.707441,0.000006,0.000006
98.85,0.707428,0.707434,0.707441,0.000006,0.000006
98.9,0.707428,0.707434,0.707441,0.000006,0.000006
98.95,0.707428,0.707434,0.707441,0.000006,0.000006
99,0.707428,0.707434,0.707441,0.000006,0.000006
99.05,0.707428,0.707434,0.707441,0.000006,0.000006
99.1,0.707428,0.707434,0.707441,0.000006,0.000007
99.15,0.707428,0.707434,0.707441,0.000006,0.000007
99.2,0.707428,0.707434,0.707441,0.000006,0.000007
99.25,0.707428,0.707434,0.707441,0.000006,0.000007
99.3,0.707428,0.707434,0.707441,0.000006,0.000007
99.35,0.707428,0.707434,0.707441,0.000006,0.000007
99.4,0.707428,0.707434,0.707441,0.000007,0.000007
99.45,0.707428,0.707434,0.707441,0.000007,0.000007
99.5,0.707428,0.707434,0.707441,0.000007,0.000007
99.55,0.707428,0.707434,0.707441,0.000007,0.000007
99.6,0.707428,0.707434,0.707441,0.000007,0.000007
99.65,0.707428,0.707434,0.707441,0.000007,0.000007
99.7,0.707428,0.707434,0.707441,0.000007,0.000007
99.75,0.707428,0.707434,0.707441,0.000007,0.000007
99.8,0.707428,0.707434,0.707441,0.000007,0.000007
99.85,0.707428,0.707434,0.707441,0.000007,0.000007
99.9,0.707428,0.707434,0.707441,0.000007,0.000007
99.95,0.707428,0.707434,0.707441,0.000007,0.000007
100,0.707428,0.707434,0.707441,0.000007,0.000007
100.05,0.707428,0.707434,0.707441,0.000007,0.000007
100.1,0.707428,0.707434,0.707441,0.000007,0.000007
100.15,0.707428,0.707434,0.707441,0.000007,0.000007
100.2,0.707428,0.707434,0.707441,0.000007,0.000007
100.25,0.707428,0.707434,0.707441,0.000007,0.000007
100.3,0.707428,0.707434,0.707441,0.000007,0.000007
100.35,0.707428,0.707434,0.707441,0.000007,0.000007
100.4,0.707428,0.707434,0.707441,0.000006,0.000006
100.45,0.707428,0.707434,0.707441,0.000006,0.000006
100.5,0.707428,0.707434,0.707441,0.000006,0.000006
100.55,0.707428,0.707434,0.707441,0.000006,0.000006
100.6,0.707428,0.707434,0.707441,0.000006,0.000006
100.65,0.707428,0.707434,0.707441,0.000006,0.000006
100.7,0.707428,0.707434,0.70744,0.000006,0.000006
100.75,0.707428,0.707434,0.70744,0.000006,0.000006
100.8,0.707428,0.707434,0.70744,0.000006,0.000006
